word,node-label,new-val
(สมบูรณ์ - ADJ),pos,0.6639935846030474
(มงาย - VERB),pos,0.6631916599839615
(หายใจ - VERB),pos,0.6623897353648757
(ทึ่ง - ADJ),pos,0.6615878107457899
(โฉม - ADJ),pos,0.6607858861267041
(แตก - VERB),pos,0.6599839615076183
(โปรด - ADV),pos,0.6591820368885325
(ต่อรอง - ADV),pos,0.6583801122694467
(เปลือยอก - ADJ),pos,0.6575781876503609
(คอนกรีต - VERB),pos,0.656776263031275
(ลับ - ADJ),pos,0.6559743384121892
(บ่าย - ADJ),pos,0.6551724137931034
(ร้องเรียน - VERB),pos,0.6543704891740176
(บ่น - ADJ),pos,0.6535685645549318
(กิจกรรม - VERB),pos,0.652766639935846
(คุณเฟอร์ - VERB),pos,0.6519647153167603
(ตระเวน - VERB),pos,0.6511627906976745
(ชื่อเสียง - VERB),pos,0.6503608660785886
(จดจำ - ADJ),pos,0.6495589414595028
(ก้า - VERB),pos,0.648757016840417
(ตรี - VERB),pos,0.6479550922213312
(ยอดเยี่ยม - ADJ),pos,0.6471531676022454
(อบอุ่น - ADJ),pos,0.6463512429831596
(ออกกลาง - ADJ),pos,0.6455493183640738
(รองเท้า - ADJ),pos,0.644747393744988
(บาร์คลับ - ADJ),pos,0.6439454691259021
(เนิน - VERB),pos,0.6431435445068163
(คุณวาง - VERB),pos,0.6423416198877305
(ปฏิสัมพันธ์ - VERB),pos,0.6415396952686447
(กาย - VERB),pos,0.640737770649559
(จังซีลอน - VERB),pos,0.6399358460304732
(เจทสกีบาง - ADJ),pos,0.6391339214113874
(สัก - VERB),pos,0.6383319967923016
(ดี - VERB),pos,0.6375300721732157
(ครึ่ง - VERB),pos,0.6367281475541299
(เอเชีย - VERB),pos,0.6359262229350441
(หลัก - ADJ),pos,0.6351242983159583
(คัน - ADJ),pos,0.6343223736968725
(ถนนริม - VERB),pos,0.6335204490777867
(แฮง - ADJ),pos,0.6327185244587009
(ยกเว้น - ADV),pos,0.6319165998396151
(เลือก - VERB),pos,0.6311146752205292
(เหยาะ - ADV),pos,0.6303127506014434
(ไมล์ - VERB),pos,0.6295108259823576
(เหน็บเหน็บ - ADJ),pos,0.6287089013632718
(ค้า - ADV),pos,0.627906976744186
(waterspouts - ADJ),pos,0.6271050521251003
(กรีด - VERB),pos,0.6263031275060145
(สวย - ADJ),pos,0.6255012028869287
(ดิสก์ - ADV),pos,0.6246992782678428
(ริม - ADJ),pos,0.623897353648757
(ชายหาด - ADJ),pos,0.6230954290296712
(ถนนบาง - VERB),pos,0.6222935044105854
(mversace - ADV),pos,0.6214915797914996
(คุณแพ้ - VERB),pos,0.6206896551724138
(พาราร่อน - VERB),pos,0.619887730553328
(สักไอศกรีม - VERB),pos,0.6190858059342422
(โต้เถียง - ADJ),pos,0.6182838813151563
(ขนาน - VERB),pos,0.6174819566960705
(ตก - VERB),pos,0.6166800320769847
(บันเทิง - ADV),pos,0.615878107457899
(หาง - VERB),pos,0.6150761828388132
(ไหร่ - ADJ),pos,0.6142742582197274
(โอ้ - ADJ),pos,0.6134723336006416
(เดิม - ADJ),pos,0.6126704089815558
(เสมอ - ADJ),pos,0.6118684843624699
(กิน - ADJ),pos,0.6110665597433841
(บาร์ปิด - VERB),pos,0.6102646351242983
(ฉลอง - VERB),pos,0.6094627105052125
(รังเกียจ - ADJ),pos,0.6086607858861267
(ชง - ADJ),pos,0.6078588612670409
(ชั่วโมง - ADV),pos,0.6070569366479551
(ถนนบางลา - VERB),pos,0.6062550120288693
(fab - VERB),pos,0.6054530874097834
(ใจร้อน - ADJ),pos,0.6046511627906976
(บ่น - VERB),pos,0.6038492381716118
(พาราเซล เจ็ทสกี - VERB),pos,0.603047313552526
(เลานจ์ - VERB),pos,0.6022453889334403
(ปลอด - ADJ),pos,0.6014434643143545
(ละเอียด - VERB),pos,0.6006415396952687
(ขับ - VERB),pos,0.5998396150761829
(ดื่มสุด - VERB),pos,0.599037690457097
(เค็ม - VERB),pos,0.5982357658380112
(ลำพัง - VERB),pos,0.5974338412189254
(ขัดขวาง - VERB),pos,0.5966319165998396
(ปล้น - VERB),pos,0.5958299919807538
(startbucks - VERB),pos,0.595028067361668
(บ้าคลั่ง - VERB),pos,0.5942261427425822
(พาย - VERB),pos,0.5934242181234964
(เหล็ก - ADJ),pos,0.5926222935044105
(ลิฟต์ - ADV),pos,0.5918203688853247
(ถ่ายเซลฟี่ - VERB),pos,0.591018444266239
(คุณจ่าย - VERB),pos,0.5902165196471532
(คุณภาพ - VERB),pos,0.5894145950280674
(ขยาย - VERB),pos,0.5886126704089816
(ตอบแทน - VERB),pos,0.5878107457898958
(resterants - VERB),pos,0.58700882117081
(สนุก - ADJ),pos,0.5862068965517241
(ถาวร - VERB),pos,0.5854049719326383
(ไฟ - ADJ),pos,0.5846030473135525
(ปวดร้อน - VERB),pos,0.5838011226944667
(ถ้วย - ADJ),pos,0.5829991980753809
(สหราชอาณาจักรไพน์ - VERB),pos,0.5821972734562951
(พักผ่อน - ADV),pos,0.5813953488372093
(พาราเซล - ADJ),pos,0.5805934242181235
(ร่อน - VERB),pos,0.5797914995990376
(คุณพา - VERB),pos,0.5789895749799518
(เลว - ADV),pos,0.5781876503608661
(ตรงข้าม - ADJ),pos,0.5773857257417803
(กระดาน - VERB),pos,0.5765838011226945
(ระลึก - ADJ),pos,0.5757818765036087
(สะอาด - ADV),pos,0.5749799518845229
(เหลือเฟือ - VERB),pos,0.5741780272654371
(ชวน - VERB),pos,0.5733761026463512
(ตะเกียง - VERB),pos,0.5725741780272654
(เต้นรำ - VERB),pos,0.5717722534081796
(ค็อกเทลเย็น - ADJ),pos,0.5709703287890938
(sometingpatong - VERB),pos,0.570168404170008
(tok - ADJ),pos,0.5693664795509222
(ถ้ำ - VERB),pos,0.5685645549318364
(ตื่นเต้น - ADV),pos,0.5677626303127506
(ใจดี - VERB),pos,0.5669607056936647
(ควบคู่ - VERB),pos,0.566158781074579
(แฮร์ - ADV),pos,0.5653568564554932
(กวาดทราย - VERB),pos,0.5645549318364074
(คลุม - VERB),pos,0.5637530072173216
(ก้าวร้าว - VERB),pos,0.5629510825982358
(หนัก - ADJ),pos,0.56214915797915
(เคารพนับถือ - VERB),pos,0.5613472333600642
(หา - ADJ),pos,0.5605453087409783
(คุณหมายเหตุ - VERB),pos,0.5597433841218925
(กีตาร์ - VERB),pos,0.5589414595028067
(phuketmany - VERB),pos,0.5581395348837209
(คืน - VERB),pos,0.5573376102646351
(ไส้ - VERB),pos,0.5565356856455493
(แรมบาร์คาเฟ่ - VERB),pos,0.5557337610264635
(jetski - VERB),pos,0.5549318364073778
(จำสึนามิ - VERB),pos,0.5541299117882919
(แน่ใจ - ADV),pos,0.5533279871692061
(ไฮซีซั่น - ADV),pos,0.5525260625501203
(เดิน - VERB),pos,0.5517241379310345
(เกลื่อน - ADV),pos,0.5509222133119487
(ดุร้าย - VERB),pos,0.5501202886928629
(แหล่ง - ADV),pos,0.5493183640737771
(กาง - VERB),pos,0.5485164394546913
(ซ้าย - ADJ),pos,0.5477145148356054
(รองรับ - VERB),pos,0.5469125902165196
(คึกคัก - VERB),pos,0.5461106655974338
(ใบเจ็ทสกีการ - VERB),pos,0.545308740978348
(คู่ - ADV),pos,0.5445068163592622
(หนาวเย็น - ADJ),pos,0.5437048917401764
(เดิมแผง - ADV),pos,0.5429029671210907
(เก๋ - VERB),pos,0.5421010425020049
(งบ - VERB),pos,0.541299117882919
(ไม้ - VERB),pos,0.5404971932638332
